A,B,C,D,E,F,G,H
7,21,954,3816,53,54,1592262,95453
16,48,373,1492,11,27,334881,37311
18,54,261,1044,65,31,1955493,26165
58,174,782,3128,93,36,2807508,78293
80,240,865,3460,52,34,1584102,86552
77,231,625,2500,26,82,803346,62526
98,294,588,2352,65,50,1979550,58865
28,84,87,348,88,54,2648562,8788
3,9,147,588,5,16,150948,14705
61,183,294,1176,48,29,1458387,29448
35,105,652,2608,38,30,1150590,65238
35,105,117,468,87,32,2620596,11787
36,108,566,2264,64,14,1930842,56664
48,144,458,1832,58,76,1754628,45858
64,192,842,3368,17,91,529473,84217
36,108,975,3900,39,88,1181064,97539
91,273,833,3332,49,61,1497483,83349
80,240,185,740,5,36,174108,18505
48,144,680,2720,50,75,1514625,68050
90,270,534,2136,80,65,2427195,53480
76,228,338,1352,13,67,413001,33813
88,264,555,2220,77,54,2336562,55577
65,195,693,2772,85,61,2569683,69385
28,84,400,1600,17,81,518643,40017
34,102,226,904,20,19,610257,22620
3,9,383,1532,84,22,2520966,38384
42,126,442,1768,55,84,1662852,44255
11,33,213,852,92,2,2763306,21392
89,267,582,2328,46,4,1406712,58246
41,123,728,2912,35,62,1062486,72835
84,252,723,2892,28,51,865353,72328
47,141,175,700,68,0,2054100,17568
41,123,296,1184,89,78,2682534,29689
30,90,631,2524,53,84,1599252,63153
90,270,107,428,10,8,327024,10710
68,204,87,348,50,9,1520427,8750
25,75,302,1208,39,33,1177599,30239
23,69,169,676,49,81,1477143,16949
64,192,83,332,86,66,2599398,8386
38,114,349,1396,47,25,1421475,34947
55,165,521,2084,98,70,2956710,52198
58,174,801,3204,24,22,737466,80124
24,72,708,2832,45,99,1357497,70845
75,225,551,2204,35,87,1072761,55135
69,207,672,2688,60,67,1820901,67260
16,48,488,1952,56,99,1685097,48856
37,111,195,780,81,58,2441274,19581
62,186,549,2196,6,91,198873,54906
74,222,126,504,41,81,1252443,12641
58,174,483,1932,47,2,1427406,48347
92,276,277,1108,87,68,2637804,27787
56,168,427,1708,60,2,1816806,42760
37,111,26,104,32,4,971112,2632
68,204,325,1300,87,73,2630619,32587
34,102,612,2448,99,8,2980224,61299
74,222,792,3168,15,44,472332,79215
26,78,957,3828,89,76,2678028,95789
9,27,830,3320,35,0,1052700,83035
39,117,600,2400,56,92,1691976,60056
22,66,398,1592,44,48,1326744,39844
6,18,378,1512,64,86,1922058,37864
18,54,187,748,71,5,2135415,18771
82,246,442,1768,66,46,2004738,44266
30,90,19,76,24,69,729207,1924
50,150,450,1800,60,89,1815267,45060
17,51,264,1056,63,9,1895127,26463
37,111,309,1236,58,92,1751376,30958
25,75,94,376,46,63,1387689,9446
41,123,605,2420,23,37,702411,60523
33,99,251,1004,1,14,39942,25101
81,243,798,3192,89,32,2694396,79889
81,243,557,2228,29,69,894507,55729
69,207,688,2752,74,80,2240940,68874
78,234,425,1700,68,82,2063646,42568
72,216,295,1180,44,96,1341888,29544
58,174,486,1944,50,85,1517655,48650
23,69,859,3436,76,52,2287056,85976
24,72,14,56,7,47,217341,1407
27,81,950,3800,78,28,2348184,95078
66,198,620,2480,99,57,2989971,62099
31,93,106,424,42,16,1269348,10642
95,285,696,2784,30,72,928716,69630
91,273,451,1804,77,12,2337336,45177
9,27,468,1872,19,96,572988,46819
59,177,471,1884,67,55,2027865,47167
44,132,901,3604,19,39,583317,90119
37,111,962,3848,13,39,401217,96213
70,210,959,3836,87,95,2631285,95987
5,15,366,1464,21,81,631743,36621
7,21,574,2296,49,51,1472253,57449
90,270,358,1432,63,12,1917036,35863
82,246,833,3332,55,2,1674606,83355
54,162,258,1032,74,16,2236248,25874
23,69,803,3212,26,77,787131,80326
43,129,39,156,99,49,2983047,3999
24,72,19,76,23,37,697311,1923
19,57,87,348,71,90,2135970,8771
64,192,760,3040,89,54,2689362,76089
86,258,909,3636,25,70,776010,90925
83,249,357,1428,41,64,1255092,35741
49,147,919,3676,97,68,2924904,91997
12,36,408,1632,67,63,2013789,40867
8,24,125,500,88,8,2642424,12588
47,141,552,2208,22,97,674391,55222
54,162,681,2724,15,19,466257,68115
60,180,584,2336,75,51,2268153,58475
92,276,188,752,8,65,267795,18808
17,51,427,1708,49,8,1475124,42749
93,279,302,1208,70,13,2127939,30270
37,111,398,1592,77,29,2321187,39877
5,15,371,1484,19,5,571515,37119
16,48,267,1068,20,17,604851,26720
75,225,438,1752,38,78,1162734,43838
90,270,282,1128,60,82,1827246,28260
1,3,58,232,34,10,1020330,5834
41,123,151,604,64,20,1932360,15164
49,147,620,2480,51,63,1544889,62051
75,225,205,820,47,93,1432779,20547
28,84,456,1824,9,45,278535,45609
23,69,492,1968,54,94,1627182,49254
11,33,93,372,26,67,783501,9326
85,255,993,3972,91,57,2755671,99391
12,36,154,616,30,89,903867,15430
76,228,349,1396,75,99,2273097,34975
16,48,279,1116,70,77,2105031,27970
29,87,400,1600,95,98,2858994,40095
95,285,18,72,20,3,628509,1820
22,66,855,3420,32,4,966612,85532
67,201,631,2524,51,6,1550118,63151
14,42,385,1540,86,47,2584341,38586
8,24,274,1096,15,66,452598,27415
1,3,780,3120,92,53,2760459,78092
12,36,220,880,10,24,303672,22010
16,48,407,1628,88,27,2644881,40788
11,33,633,2532,39,9,1173327,63339
44,132,677,2708,19,54,583362,67719
41,123,979,3916,29,50,882450,97929
61,183,772,3088,51,79,1548537,77251
47,141,493,1972,23,19,704157,49323
15,45,229,916,42,50,1264650,22942
97,291,170,680,68,5,2069115,17068
56,168,158,632,82,39,2476917,15882
17,51,666,2664,5,78,155334,66605
13,39,2,8,47,72,1414116,247
93,279,769,3076,27,79,838137,76927
87,261,544,2176,23,80,716340,54423
55,165,443,1772,22,42,676626,44322
77,231,326,1304,20,58,623274,32620
28,84,246,984,10,17,308451,24610
21,63,547,2188,97,65,2916495,54797
93,279,982,3928,43,63,1318089,98243
25,75,183,732,6,2,187506,18306
56,168,761,3044,40,99,1217097,76140
51,153,469,1876,10,1,315303,46910
80,240,453,1812,43,38,1314114,45343
2,6,595,2380,99,27,2970681,59599
3,9,328,1312,7,67,211101,32807
55,165,658,2632,15,8,466524,65815
64,192,987,3948,70,13,2119239,98770
46,138,175,700,19,1,583803,17519
85,255,956,3824,34,98,1045794,95634
61,183,177,708,25,52,768456,17725
31,93,260,1040,64,9,1929327,26064
23,69,922,3688,90,97,2707191,92290
96,288,315,1260,34,50,1048950,31534
36,108,178,712,72,70,2171010,17872
24,72,224,896,45,67,1357401,22445
32,96,476,1904,46,51,1389753,47646
21,63,815,3260,80,35,2406405,81580
29,87,798,3192,15,85,458955,79815
52,156,265,1060,26,41,795723,26526
13,39,100,400,86,55,2584065,10086
44,132,303,1212,4,65,133395,30304
32,96,207,828,12,99,369897,20712
76,228,611,2444,59,58,1792974,61159
56,168,610,2440,37,49,1126947,61037
28,84,732,2928,32,86,968658,73232
92,276,329,1316,94,18,2847654,32994
63,189,972,3888,46,53,1399059,97246
22,66,729,2916,58,13,1746639,72958
76,228,728,2912,57,85,1733055,72857
12,36,472,1888,43,45,1293735,47243
8,24,533,2132,19,23,572469,53319
51,153,632,2528,73,79,2205537,63273
8,24,675,2700,49,31,1472493,67549
83,249,931,3724,94,43,2845029,93194
42,126,976,3904,23,11,702633,97623
71,213,106,424,90,88,2721564,10690
19,57,358,1432,5,24,155772,35805
40,120,256,1024,75,75,2262225,25675
62,186,962,3848,55,94,1668882,96255
81,243,132,528,60,56,1824468,13260
71,213,915,3660,32,11,981333,91532
47,141,793,3172,62,45,1874235,79362
73,219,747,2988,64,98,1942194,74764
9,27,463,1852,30,33,902799,46330
23,69,380,1520,79,2,2376906,38079
70,210,807,3228,31,72,951216,80731
69,207,748,2992,30,70,920910,74830
48,144,998,3992,6,29,194487,99806
44,132,100,400,57,92,1723476,10057
66,198,14,56,73,69,2210007,1473
33,99,888,3552,70,83,2110149,88870
35,105,904,3616,0,16,10548,90400
3,9,68,272,60,6,1800918,6860
90,270,689,2756,29,83,897249,68929
30,90,462,1848,81,74,2439222,46281
73,219,378,1512,9,13,291939,37809
54,162,103,412,99,68,2986404,10399
31,93,798,3192,61,24,1839372,79861
95,285,574,2296,92,26,2788578,57492
94,282,678,2712,9,69,298407,67809
55,165,968,3872,94,11,2836533,96894
74,222,684,2736,80,79,2422437,68480
61,183,275,1100,57,4,1728312,27557
90,270,104,416,39,16,1197048,10439
11,33,586,2344,46,47,1383441,58646
68,204,923,3692,92,83,2780649,92392
87,261,465,1860,0,28,26184,46500
44,132,538,2152,31,99,943497,53831
21,63,224,896,25,1,756303,22425
85,255,35,140,89,87,2695761,3589
47,141,367,1468,58,86,1754358,36758
87,261,381,1524,86,66,2606298,38186
14,42,279,1116,6,64,184392,27906
25,75,129,516,86,6,2587518,12986
19,57,174,696,98,33,2945799,17498
1,3,131,524,14,24,420372,13114
7,21,121,484,14,80,422340,12114
1,3,80,320,52,45,1560435,8052
50,150,459,1836,17,59,525177,45917
11,33,794,3176,34,96,1023588,79434
42,126,963,3852,76,71,2292813,96376
49,147,84,336,15,99,464997,8415
37,111,2,8,36,37,1091211,236
56,168,90,360,50,41,1516923,9050
82,246,969,3876,74,49,2244747,96974
84,252,139,556,25,65,775395,13925
50,150,44,176,59,73,1785219,4459
62,186,562,2248,59,92,1788876,56259
23,69,945,3780,57,50,1717050,94557
66,198,887,3548,68,34,2059902,88768
50,150,898,3592,7,13,225039,89807
67,201,919,3676,31,28,950184,91931
85,255,774,3096,92,51,2785653,77492
10,30,510,2040,9,5,273015,51009
4,12,18,72,51,38,1531314,1851
36,108,670,2680,90,70,2711010,67090
26,78,767,3068,21,97,638091,76721
17,51,996,3984,87,29,2615187,99687
87,261,457,1828,60,82,1826346,45760
2,6,436,1744,18,27,540681,43618
11,33,543,2172,92,94,2763582,54392
77,231,764,3056,47,24,1433172,76447
14,42,267,1068,6,17,184251,26706
91,273,547,2188,58,59,1767477,54758
77,231,334,1336,48,28,1463184,33448
81,243,697,2788,28,23,864369,69728
54,162,703,2812,75,18,2266254,70375
57,171,614,2456,44,76,1337328,61444
17,51,375,1500,5,63,155289,37505
33,99,243,972,92,85,2770155,24392
32,96,719,2876,96,93,2889879,71996
69,207,920,3680,48,59,1460877,92048
59,177,748,2992,31,81,947943,74831
86,258,215,860,48,87,1466061,21548
83,249,503,2012,19,28,594984,50319
0,0,762,3048,95,89,2850267,76295
44,132,808,3232,82,1,2473203,80882
53,159,23,92,33,32,1005996,2333
41,123,427,1708,5,27,162381,42705
83,249,922,3688,37,45,1135035,92237
69,207,235,940,11,86,350958,23511
87,261,844,3376,4,56,146268,84404
50,150,918,3672,43,39,1305117,91843
66,198,243,972,18,35,559905,24318
13,39,251,1004,58,72,1744116,25158
39,117,48,192,24,82,731946,4824
34,102,744,2976,42,82,1270446,74442
9,27,602,2408,71,32,2132796,60271
89,267,401,1604,96,19,2906757,40196
5,15,248,992,4,29,121587,24804
5,15,513,2052,2,32,61596,51302
71,213,159,636,93,86,2811558,15993
43,129,530,2120,71,47,2143041,53071
81,243,368,1472,57,90,1734570,36857
87,261,132,528,70,64,2126292,13270
38,114,524,2096,93,94,2801682,52493
94,282,512,2048,25,38,778314,51225
6,18,17,68,4,92,122076,1704
58,174,54,216,14,30,437490,5414
89,267,881,3524,39,13,1196739,88139
27,81,49,196,5,9,158127,4905
36,108,400,1600,62,17,1870851,40062
93,279,830,3320,55,52,1678056,83055
10,30,169,676,93,22,2793066,16993
72,216,246,984,42,97,1281891,24642
50,150,929,3716,86,85,2595255,92986
84,252,79,316,68,51,2065353,7968
91,273,838,3352,84,32,2547396,83884
28,84,982,3928,57,73,1718619,98257
42,126,35,140,67,3,2022609,3567
55,165,484,1936,5,24,166572,48405
76,228,955,3820,25,0,772800,95525
39,117,164,656,64,92,1931976,16464
81,243,764,3056,62,39,1884417,76462
47,141,332,1328,13,95,404385,33213
75,225,867,3468,35,93,1072779,86735
56,168,103,412,13,24,406872,10313
85,255,784,3136,72,93,2185779,78472
1,3,775,3100,66,71,1980513,77566
63,189,445,1780,52,55,1579065,44552
29,87,889,3556,44,50,1328850,88944
55,165,621,2484,73,71,2206713,62173
16,48,680,2720,52,42,1564926,68052
64,192,955,3820,17,8,529224,95517
91,273,538,2152,15,75,477525,53815
94,282,706,2824,32,82,988446,70632
75,225,75,300,99,94,2992782,7599
1,3,410,1640,37,32,1110396,41037
68,204,766,3064,82,27,2480481,76682
7,21,920,3680,91,18,2732154,92091
35,105,201,804,23,76,700728,20123
20,60,860,3440,11,8,336024,86011
3,9,645,2580,31,84,931152,64531
29,87,889,3556,68,19,2048757,88968
92,276,970,3880,29,68,897804,97029
56,168,763,3052,95,59,2866977,76395
80,240,233,932,62,50,1884150,23362
1,3,56,224,7,85,210555,5607
9,27,210,840,68,7,2042721,21068
50,150,128,512,87,28,2625084,12887
6,18,958,3832,84,24,2521872,95884
17,51,728,2912,85,84,2555352,72885
19,57,32,128,14,5,425715,3214
4,12,661,2644,13,82,391446,66113
34,102,141,564,3,50,100350,14103
53,159,753,3012,54,73,1636119,75354
92,276,395,1580,59,9,1797627,39559
26,78,358,1432,17,79,518037,35817
4,12,633,2532,0,25,1275,63300
55,165,599,2396,74,84,2236752,59974
4,12,142,568,78,1,2341203,14278
73,219,942,3768,43,95,1312185,94243
46,138,846,3384,90,22,2713866,84690
45,135,68,272,45,51,1363653,6845
2,6,797,3188,53,81,1590843,79753
93,279,728,2912,41,74,1258122,72841
64,192,447,1788,49,47,1489341,44749
53,159,865,3460,59,50,1786050,86559
17,51,849,3396,31,23,935169,84931
50,150,573,2292,68,97,2055291,57368
17,51,496,1984,66,51,1985253,49666
5,15,320,1280,4,75,121725,32004
61,183,681,2724,85,5,2568315,68185
77,231,757,3028,62,49,1883247,75762
16,48,731,2924,17,37,514911,73117
3,9,972,3888,67,96,2011188,97267
47,141,954,3816,73,30,2204190,95473
59,177,273,1092,61,71,1847913,27361
85,255,935,3740,39,35,1195605,93539
96,288,973,3892,46,19,1408857,97346
46,138,96,384,85,94,2564082,9685
67,201,95,380,39,10,1190130,9539
3,9,334,1336,42,91,1261173,33442
11,33,886,3544,25,6,753318,88625
33,99,61,244,7,33,219999,6107
10,30,238,952,90,15,2703045,23890
62,186,557,2228,88,94,2658882,55788
51,153,457,1828,73,55,2205465,45773
47,141,386,1544,92,14,2774142,38692
4,12,868,3472,60,24,1801272,86860
18,54,442,1768,15,16,455448,44215
24,72,605,2420,46,18,1387254,60546
1,3,981,3924,56,16,1680348,98156
45,135,877,3508,0,71,13713,87700
83,249,873,3492,34,91,1045173,87334
35,105,389,1556,97,73,2920719,38997
93,279,266,1064,98,51,2968053,26698
80,240,431,1724,64,12,1944036,43164
31,93,504,2016,53,71,1599513,50453
78,234,324,1296,20,3,623409,32420
83,249,380,1520,1,92,55176,38001
68,204,883,3532,20,44,620532,88320
70,210,781,3124,2,66,81198,78102
0,0,903,3612,16,49,480147,90316
3,9,982,3928,76,68,2281104,98276
30,90,438,1752,14,39,429117,43814
83,249,244,976,61,24,1854972,24461
96,288,843,3372,65,41,1978923,84365
54,162,774,3096,86,74,2596422,77486
78,234,696,2784,4,97,143691,69604
72,216,22,88,77,10,2331630,2277
61,183,832,3328,85,95,2568585,83285
38,114,33,132,72,55,2171565,3372
86,258,251,1004,70,37,2125911,25170
69,207,774,3096,97,90,2930970,77497
76,228,221,884,45,89,1373067,22145
84,252,901,3604,5,56,175368,90105
48,144,464,1856,55,22,1664466,46455
62,186,717,2868,82,29,2478687,71782
53,159,909,3636,25,58,766074,90925
74,222,843,3372,19,77,592431,84319
83,249,206,824,37,38,1135014,20637
25,75,265,1060,81,40,2437620,26581
81,243,73,292,8,19,264357,7308
89,267,603,2412,52,17,1586751,60352
32,96,3,12,40,36,1209708,340
27,81,250,1000,9,13,278139,25009
76,228,928,3712,2,13,82839,92802
89,267,206,824,97,59,2936877,20697
2,6,439,1756,24,33,720699,43924
8,24,790,3160,79,99,2372697,79079
34,102,724,2896,73,10,2200230,72473
51,153,702,2808,93,92,2805576,70293
37,111,182,728,57,97,1721391,18257
34,102,686,2744,44,84,1330452,68644
23,69,670,2680,42,30,1266990,67042
97,291,688,2752,44,49,1349247,68844
19,57,886,3544,9,99,275997,88609
71,213,416,1664,50,49,1521447,41650
71,213,84,336,68,8,2061324,8468
56,168,61,244,67,58,2026974,6167
94,282,2,8,69,35,2098305,269
96,288,918,3672,82,89,2489067,91882
13,39,168,672,7,62,214086,16807
93,279,502,2008,39,95,1198185,50239
24,72,533,2132,80,7,2407221,53380
30,90,239,956,81,13,2439039,23981
23,69,68,272,2,81,67143,6802
72,216,823,3292,5,75,171825,82305
35,105,778,3112,15,92,460776,77815
18,54,677,2708,50,15,1505445,67750
84,252,77,308,4,93,145479,7704
19,57,557,2228,41,38,1235814,55741
83,249,531,2124,32,81,985143,53132
31,93,367,1468,54,91,1629573,36754
97,291,973,3892,2,35,89205,97302
57,171,730,2920,35,55,1067265,73035
68,204,807,3228,58,5,1760415,80758
44,132,472,1888,71,35,2143305,47271
8,24,36,144,40,24,1202472,3640
47,141,529,2116,87,82,2624346,52987
13,39,481,1924,73,97,2194191,48173
37,111,448,1792,12,99,371397,44812
9,27,401,1604,55,93,1652979,40155
2,6,558,2232,63,99,1890897,55863
96,288,814,3256,96,77,2909031,81496
77,231,490,1960,68,16,2063148,49068
0,0,700,2800,56,20,1680060,70056
76,228,872,3488,86,72,2603016,87286
74,222,206,824,29,28,892284,20629
25,75,846,3384,10,91,307773,84610
86,258,512,2048,6,71,206013,51206
55,165,321,1284,36,64,1096692,32136
77,231,734,2936,2,21,83163,73402
48,144,192,768,87,20,2624460,19287
84,252,991,3964,60,38,1825314,99160
70,210,845,3380,5,60,171180,84505
11,33,460,1840,83,40,2493420,46083
91,273,825,3300,40,32,1227396,82540
39,117,533,2132,7,82,221946,53307
46,138,970,3880,17,76,524028,97017
96,288,892,3568,76,12,2308836,89276
90,270,940,3760,11,76,357228,94011
89,267,848,3392,17,43,536829,84817
47,141,648,2592,85,38,2564214,64885
62,186,123,492,50,67,1518801,12350
26,78,148,592,31,71,938013,14831
78,234,663,2652,96,2,2903406,66396
59,177,417,1668,46,35,1397805,41746
70,210,49,196,81,63,2451189,4981
73,219,252,1008,27,35,832005,25227
67,201,450,1800,99,64,2990292,45099
21,63,939,3756,65,66,1956498,93965
70,210,635,2540,65,82,1971246,63565
88,264,991,3964,86,15,2606445,99186
76,228,923,3692,69,34,2092902,92369
43,129,259,1036,81,14,2442942,25981
13,39,89,356,89,40,2674020,8989
40,120,690,2760,9,99,282297,69009
28,84,851,3404,43,21,1298463,85143
12,36,628,2512,18,98,543894,62818
38,114,853,3412,74,79,2231637,85374
12,36,967,3868,61,11,1833633,96761
20,60,334,1336,8,64,246192,33408
70,210,769,3076,4,55,141165,76904
44,132,332,1328,33,20,1003260,33233
58,174,699,2796,2,45,77535,69902
66,198,155,620,8,88,260064,15508
40,120,360,1440,47,97,1422291,36047
66,198,441,1764,87,37,2629911,44187
55,165,691,2764,88,62,2656686,69188
46,138,806,3224,63,20,1903860,80663
24,72,664,2656,3,38,97314,66403
52,156,23,92,55,35,1665705,2355
79,237,226,904,37,64,1133892,22637
68,204,352,1408,52,6,1580418,35252
30,90,724,2896,41,19,1239057,72441
80,240,150,600,89,81,2694243,15089
74,222,71,284,72,30,2182290,7172
4,12,968,3872,55,16,1651248,96855
26,78,968,3872,73,48,2197944,96873
36,108,690,2760,90,25,2710875,69090
58,174,285,1140,40,83,1217649,28540
43,129,147,588,14,30,432990,14714
7,21,628,2512,89,26,2672178,62889
83,249,871,3484,17,9,534927,87117
88,264,994,3976,69,98,2096694,99469
62,186,945,3780,48,4,1458612,94548
8,24,599,2396,72,84,2162652,59972
9,27,593,2372,38,37,1142811,59338
72,216,461,1844,48,1,1461603,46148
23,69,289,1156,78,83,2347149,28978
35,105,846,3384,46,22,1390566,84646
65,195,171,684,64,84,1939752,17164
83,249,274,1096,57,45,1735035,27457
19,57,224,896,51,77,1535931,22451
46,138,421,1684,58,52,1753956,42158
85,255,813,3252,23,64,715692,81323
69,207,440,1760,41,31,1250793,44041
84,252,61,244,23,81,715443,6123
2,6,901,3604,49,58,1470774,90149
39,117,234,936,94,14,2831742,23494
20,60,597,2388,0,65,6195,59700
79,237,80,320,53,11,1613733,8053
51,153,96,384,93,50,2805450,9693
79,237,354,1416,20,49,623847,35420
33,99,705,2820,99,58,2980074,70599
37,111,27,108,16,45,491235,2716
72,216,649,2596,57,0,1731600,64957
62,186,597,2388,64,1,1938603,59764
2,6,200,800,34,26,1020678,20034
96,288,872,3488,92,97,2789091,87292
19,57,487,1948,24,74,725922,48724
37,111,729,2916,73,8,2201124,72973
47,141,180,720,51,12,1544136,18051
78,234,181,724,98,99,2963697,18198
35,105,116,464,99,83,2980749,11699
90,270,741,2964,14,89,447267,74114
13,39,866,3464,69,85,2074155,86669
41,123,356,1424,73,34,2202402,35673
8,24,705,2820,26,49,782547,70526
34,102,645,2580,55,53,1660359,64555
42,126,964,3856,48,14,1452642,96448
82,246,495,1980,16,25,504675,49516
9,27,900,3600,85,76,2552928,90085
27,81,88,352,38,58,1148274,8838
44,132,864,3456,72,9,2173227,86472
74,222,244,976,87,25,2632275,24487
69,207,542,2168,5,21,170763,54205
37,111,856,3424,59,84,1781352,85659
9,27,935,3740,44,41,1322823,93544
65,195,421,1684,38,91,1159773,42138
2,6,350,1400,8,64,240792,35008
44,132,489,1956,50,34,1513302,48950
64,192,137,548,92,79,2779437,13792
50,150,706,2824,81,32,2445096,70681
30,90,634,2536,17,62,519186,63417
35,105,573,2292,73,37,2200611,57373
20,60,758,3032,71,68,2136204,75871
59,177,858,3432,74,3,2237709,85874
98,294,615,2460,12,94,389682,61512
24,72,103,412,59,51,1777353,10359
95,285,664,2656,3,95,118785,66403
84,252,55,220,52,86,1585458,5552
95,285,23,92,29,77,898731,2329
10,30,598,2392,97,55,2913165,59897
91,273,296,1184,73,49,2217447,29673
74,222,920,3680,55,14,1672242,92055
58,174,875,3500,43,24,1307472,87543
58,174,219,876,35,76,1067628,21935
78,234,383,1532,33,52,1013556,38333
20,60,741,2964,99,42,2976126,74199
38,114,649,2596,79,65,2381595,64979
74,222,302,1208,7,71,232413,30207
27,81,575,2300,49,94,1478382,57549
40,120,725,2900,34,43,1032129,72534
67,201,728,2912,84,97,2540391,72884
92,276,421,1684,71,97,2157891,42171
53,159,664,2656,17,63,526089,66417
36,108,923,3692,20,80,611040,92320
23,69,498,1992,99,93,2977179,49899
27,81,717,2868,87,77,2618331,71787
26,78,615,2460,28,68,848004,61528
49,147,490,1960,50,72,1514916,49050
85,255,609,2436,74,70,2245710,60974
78,234,670,2680,65,78,1973634,67065
94,282,964,3856,69,21,2098263,96469
96,288,198,792,53,45,1618935,19853
95,285,518,2072,47,41,1438623,51847
